Date,Open,High,Low,Close,Adj Close,Volume
2010-03-25,8.247143,8.248929,8.080357,8.094643,6.940064,542284400
2010-03-26,8.176786,8.283929,8.162500,8.246429,7.070202,640875200
2010-03-29,8.321429,8.352500,8.272143,8.299643,7.115824,540744400
2010-03-30,8.450000,8.481429,8.366071,8.423214,7.221769,527310000
2010-03-31,8.410357,8.450357,8.373571,8.392857,7.195742,430659600
2010-04-01,8.478929,8.526071,8.312500,8.427500,7.225443,603145200
2010-04-05,8.392143,8.518214,8.384643,8.517500,7.302607,684507600
2010-04-06,8.507143,8.580000,8.464286,8.555000,7.334762,447017200
2010-04-07,8.555357,8.640000,8.523571,8.592857,7.367216,628502000
2010-04-08,8.587143,8.626429,8.501429,8.569643,7.347314,572989200
2010-04-09,8.622500,8.638929,8.587857,8.635357,7.403652,334182800
2010-04-12,8.650000,8.681071,8.636071,8.653214,7.418963,333026400
2010-04-13,8.637857,8.671429,8.611071,8.658214,7.423251,306210800
2010-04-14,8.760000,8.778929,8.716786,8.774643,7.523072,404076400
2010-04-15,8.777857,8.893929,8.768214,8.890000,7.621975,376784800
2010-04-16,8.877500,8.969286,8.733929,8.835714,7.575433,750545600
2010-04-19,8.822500,8.853214,8.634643,8.823929,7.565329,566924400
2010-04-20,8.876429,8.901786,8.677143,8.735357,7.489392,738326400
2010-04-21,9.242857,9.294643,9.133214,9.257857,7.937364,982391200
2010-04-22,9.222857,9.526786,9.150000,9.516786,8.159358,793424800
2010-04-23,9.571071,9.720714,9.535714,9.672500,8.292862,796955600
2010-04-26,9.710000,9.730714,9.578214,9.625000,8.252137,479068800
2010-04-27,9.545357,9.565714,9.304286,9.358571,8.023714,709343600
2010-04-28,9.401786,9.428571,9.157500,9.342857,8.010242,758402400
2010-04-29,9.393571,9.642857,9.357500,9.594286,8.225806,558840800
2010-04-30,9.618214,9.663214,9.321429,9.324643,7.994624,542463600
2010-05-03,9.422857,9.567143,9.388571,9.512500,8.155686,454342000
2010-05-04,9.388929,9.403214,9.169643,9.238571,7.920827,723819600
2010-05-05,9.036786,9.219286,8.883214,9.142500,7.838462,883103200
2010-05-06,9.065357,9.223214,7.116071,8.794643,7.540221,1285860800
2010-05-07,8.703929,8.806071,8.043214,8.423571,7.222076,1676018400
2010-05-10,8.937500,9.094643,8.876071,9.071071,7.777217,984306400
2010-05-11,8.994286,9.281786,8.946429,9.161429,7.854689,848906800
2010-05-12,9.258571,9.397500,9.239286,9.360357,8.025244,654379600
2010-05-13,9.400714,9.464286,9.157143,9.227143,7.911029,599712400
2010-05-14,9.112857,9.160000,8.910714,9.065000,7.772015,759362800
2010-05-17,9.096429,9.149286,8.846786,9.079286,7.784262,762834800
2010-05-18,9.177857,9.233929,8.937857,9.012857,7.727310,782678400
2010-05-19,8.910714,9.032857,8.744643,8.869286,7.604217,1025726800
2010-05-20,8.638571,8.708929,8.436071,8.491429,7.280255,1282915200
2010-05-21,8.315000,8.732143,8.262500,8.654286,7.419885,1223891200
2010-05-24,8.831429,8.960714,8.795000,8.812857,7.555839,754238800
2010-05-25,8.548214,8.812857,8.470000,8.757857,7.508681,1048006400
2010-05-26,8.931429,9.004643,8.705357,8.718214,7.474692,850654000
2010-05-27,8.950000,9.067500,8.896786,9.048214,7.757623,666282400
2010-05-28,9.263929,9.264286,9.048214,9.174286,7.865713,815614800
2010-06-01,9.274643,9.497857,9.248571,9.315357,7.986662,876472800
2010-06-02,9.447857,9.457143,9.297500,9.426786,8.082196,688548000
2010-06-03,9.470714,9.483929,9.300357,9.397143,8.056782,650106800
2010-06-04,9.221786,9.353571,9.093929,9.141429,7.837543,758304400
2010-06-07,9.224643,9.255357,8.948214,8.962143,7.683829,886942000
2010-06-08,9.044286,9.064286,8.773214,8.904643,7.634529,1000770400
2010-06-09,8.981071,8.996429,8.660357,8.685714,7.446826,854630000
2010-06-10,8.744286,8.963571,8.650000,8.946786,7.670663,776356000
2010-06-11,8.865357,9.066429,8.834643,9.053929,7.762525,545759200
2010-06-14,9.141429,9.255357,9.071786,9.081429,7.786099,602960400
2010-06-15,9.130000,9.280357,9.125000,9.274643,7.951754,585074000
2010-06-16,9.325000,9.562500,9.308214,9.544643,8.183243,783678000
2010-06-17,9.664286,9.746429,9.625000,9.709643,8.324710,872855200
2010-06-18,9.723214,9.821429,9.693571,9.788214,8.392072,784621600
2010-06-21,9.917500,9.964643,9.597500,9.648929,8.272655,776490400
2010-06-22,9.720000,9.856071,9.696429,9.780357,8.385340,717262000
2010-06-23,9.806429,9.809286,9.567857,9.677500,8.297151,768457200
2010-06-24,9.678571,9.757143,9.575000,9.607143,8.236833,714277200
2010-06-25,9.645000,9.652500,9.493214,9.525000,8.166403,549942400
2010-06-28,9.533214,9.633929,9.447143,9.582143,8.215396,584948000
2010-06-29,9.432857,9.442500,9.082143,9.148929,7.843972,1133344800
2010-06-30,9.168214,9.213214,8.928929,8.983214,7.701893,739452000
2010-07-01,9.082143,9.100000,8.686429,8.874286,7.608502,1022896000
2010-07-02,8.946071,8.961786,8.685714,8.819286,7.561347,693842800
2010-07-06,8.964286,9.028571,8.791429,8.879643,7.613099,615235600
2010-07-07,8.946071,9.241786,8.919643,9.238214,7.920523,654556000
2010-07-08,9.374286,9.389286,9.103214,9.217500,7.902765,738144400
2010-07-09,9.174643,9.282143,9.112857,9.272143,7.949613,433322400
2010-07-12,9.233214,9.351786,9.102143,9.188929,7.878266,562878400
2010-07-13,9.154286,9.157143,8.801071,8.992857,7.710164,1190924000
2010-07-14,8.906429,9.135714,8.892857,9.026071,7.738638,812047600
2010-07-15,8.865357,9.177500,8.832143,8.980357,7.699448,824866000
2010-07-16,9.042143,9.106071,8.871786,8.925000,7.651985,1039858400
2010-07-19,8.924286,8.924286,8.557143,8.770714,7.519704,1024478000
2010-07-20,8.675000,9.032143,8.571786,8.996071,7.712920,1074950800
2010-07-21,9.467500,9.469643,9.071429,9.080000,7.784876,1185671200
2010-07-22,9.202857,9.285714,9.118214,9.250714,7.931242,645318800
2010-07-23,9.181786,9.299286,9.152857,9.283571,7.959410,533388800
2010-07-26,9.285714,9.289286,9.203929,9.260000,7.939200,420551600
2010-07-27,9.316786,9.457143,9.296429,9.431429,8.086178,584771600
2010-07-28,9.416786,9.499643,9.294643,9.320000,7.990643,519985200
2010-07-29,9.311071,9.380357,9.146429,9.218214,7.903376,643806800
2010-07-30,9.138929,9.275000,9.103571,9.187500,7.877042,448210000
2010-08-02,9.301429,9.378214,9.272143,9.351786,8.017896,428055600
2010-08-03,9.321786,9.402143,9.265000,9.354643,8.020343,417653600
2010-08-04,9.387143,9.438571,9.296786,9.392143,8.052498,420375200
2010-08-05,9.347500,9.399286,9.305357,9.346429,8.013303,289097200
2010-08-06,9.277857,9.338929,9.201071,9.288929,7.964004,444897600
2010-08-09,9.338571,9.362500,9.270357,9.348214,8.014833,303128000
2010-08-10,9.280357,9.301786,9.198214,9.264643,7.943182,451920000
2010-08-11,9.121429,9.131786,8.921786,8.935357,7.660864,620054400
2010-08-12,8.810357,9.039286,8.790000,8.992500,7.709854,534920400
2010-08-13,8.987500,8.995714,8.896071,8.896429,7.627489,354869200
2010-08-16,8.842143,8.928929,8.807857,8.844286,7.582784,318430000
2010-08-17,8.931429,9.093929,8.900000,8.998929,7.715371,422640400
2010-08-18,9.012857,9.095357,8.985000,9.038214,7.749047,339696000
2010-08-19,9.030000,9.052857,8.881429,8.924286,7.651370,426706000
2010-08-20,8.906786,9.068571,8.892857,8.915714,7.644022,384230000
2010-08-23,8.992500,9.000000,8.758929,8.778571,7.526439,414041600
2010-08-24,8.666786,8.678571,8.523214,8.568929,7.346699,602565600
2010-08-25,8.501429,8.713929,8.471429,8.674643,7.437334,596867600
2010-08-26,8.766071,8.776786,8.581429,8.581429,7.357418,466505200
2010-08-27,8.633929,8.664643,8.412857,8.629286,7.398448,548391200
2010-08-30,8.598571,8.776786,8.595714,8.660714,7.425394,383289200
2010-08-31,8.637500,8.734286,8.583929,8.682143,7.443768,420786800
2010-09-01,8.838214,8.980714,8.795714,8.940357,7.665149,697037600
2010-09-02,8.973571,9.006071,8.877500,9.006071,7.721492,415427600
2010-09-03,9.110357,9.242143,9.089286,9.241786,7.923585,520788800
2010-09-07,9.165714,9.268929,9.151786,9.207500,7.894190,342557600
2010-09-08,9.277857,9.442500,9.253571,9.390000,8.050656,526551200
2010-09-09,9.465714,9.518571,9.390000,9.395357,8.055250,438575200
2010-09-10,9.399643,9.446429,9.335714,9.407500,8.065661,387542400
2010-09-13,9.493571,9.581429,9.491429,9.537143,8.176814,388780000
2010-09-14,9.507500,9.613214,9.482857,9.573571,8.208047,408150400
2010-09-15,9.577500,9.656429,9.565714,9.650714,8.274186,429368800
2010-09-16,9.651429,9.881071,9.625000,9.877500,8.468626,652103200
2010-09-17,9.917500,9.927143,9.774286,9.834643,8.431881,634477200
2010-09-20,9.860000,10.135000,9.851786,10.115357,8.672553,658677600
2010-09-21,10.137857,10.262500,10.099643,10.134643,8.689090,668074400
2010-09-22,10.096786,10.285000,10.086071,10.276786,8.810960,585289600
2010-09-23,10.226071,10.455714,10.214286,10.318571,8.846785,786116800
2010-09-24,10.432143,10.483214,10.376786,10.440000,8.950891,649488000
2010-09-27,10.499286,10.526071,10.393214,10.398571,8.915373,482834800
2010-09-28,10.420357,10.420357,9.821429,10.245000,8.783705,1035042400
2010-09-29,10.258214,10.350357,10.214286,10.263214,8.799322,469644000
2010-09-30,10.321429,10.357143,10.044643,10.133929,8.688478,673391600
2010-10-01,10.219643,10.235000,10.048214,10.090000,8.650816,448142800
2010-10-04,10.057143,10.103571,9.920357,9.951429,8.532008,435302000
2010-10-05,10.071429,10.337500,10.065000,10.319286,8.847397,501967200
2010-10-06,10.342500,10.428214,10.187857,10.328214,8.855050,670868800
2010-10-07,10.369286,10.374286,10.246786,10.329286,8.855970,408399600
2010-10-08,10.418214,10.517857,10.357143,10.502500,9.004477,658403200
2010-10-11,10.526429,10.615714,10.521429,10.548571,9.043977,427753200
2010-10-12,10.550357,10.696429,10.446071,10.662143,9.141350,558544000
2010-10-13,10.721429,10.784286,10.707143,10.719286,9.190343,630092400
2010-10-14,10.774643,10.802500,10.728571,10.796786,9.256786,435296400
2010-10-15,10.980000,11.250000,10.889643,11.240714,9.637400,922194000
2010-10-18,11.373929,11.392857,11.224643,11.357143,9.737218,1093010800
2010-10-19,10.835714,11.206071,10.715000,11.053214,9.476642,1232784000
2010-10-20,11.035714,11.223214,10.959643,11.090357,9.508487,721624400
2010-10-21,11.155714,11.240714,10.957143,11.054286,9.477557,551460000
2010-10-22,11.038214,11.072857,10.939286,10.981071,9.414786,372778000
2010-10-25,11.038929,11.128571,11.015714,11.030000,9.456739,392462000
2010-10-26,10.959643,11.062143,10.916071,11.001786,9.432548,392929600
2010-10-27,10.987500,11.067857,10.914286,10.993929,9.425810,399002800
2010-10-28,10.998214,11.000000,10.746429,10.901429,9.346503,551051200
2010-10-29,10.865357,10.924286,10.745357,10.749286,9.216062,430511200
2010-11-01,10.793571,10.914286,10.792857,10.863571,9.314044,423889200
2010-11-02,10.964286,11.078214,10.964286,11.048571,9.472663,433930000
2010-11-03,11.120357,11.174286,11.018929,11.171429,9.577992,508348400
2010-11-04,11.266071,11.435000,11.251071,11.366786,9.745486,642488000
2010-11-05,11.356786,11.413214,11.312500,11.326071,9.710580,361253200
2010-11-08,11.328571,11.420357,11.312857,11.379286,9.756202,281758400
2010-11-09,11.466071,11.475000,11.232143,11.288571,9.678427,383544000
2010-11-10,11.308571,11.384643,11.198214,11.358214,9.738137,384227200
2010-11-11,11.250000,11.371429,11.223214,11.308929,9.695881,361284000
2010-11-12,11.285714,11.303571,10.843929,11.001071,9.431934,795846800
2010-11-15,11.016429,11.090714,10.938214,10.965714,9.401623,403606000
2010-11-16,10.918571,10.985714,10.690000,10.771071,9.234740,657650000
2010-11-17,10.757143,10.856786,10.634286,10.732143,9.201365,479449600
2010-11-18,10.900000,11.059643,10.881786,11.015357,9.444183,494491200
2010-11-19,10.998929,11.014286,10.901429,10.954643,9.392128,384843200
2010-11-22,10.952857,11.191429,10.923929,11.191429,9.595142,393075200
2010-11-23,11.087500,11.133929,10.948571,11.026071,9.453368,519447600
2010-11-24,11.142857,11.264286,11.133929,11.242857,9.639235,413725200
2010-11-26,11.205000,11.346429,11.176429,11.250000,9.645357,237585600
2010-11-29,11.267857,11.338571,11.120714,11.316786,9.702619,445785200
2010-11-30,11.197857,11.227143,11.102500,11.112500,9.527470,501858000
2010-12-01,11.259643,11.348214,11.250000,11.300000,9.688229,461750800
2010-12-02,11.340357,11.392857,11.246071,11.362500,9.741812,462837200
2010-12-03,11.321786,11.380357,11.297857,11.337143,9.720070,342092800
2010-12-06,11.380000,11.511786,11.372143,11.433929,9.803052,448481600
2010-12-07,11.564286,11.571071,11.361429,11.364643,9.743647,391454000
2010-12-08,11.415357,11.465000,11.325357,11.464643,9.829388,321935600
2010-12-09,11.504643,11.517857,11.393571,11.420000,9.791110,294151200
2010-12-10,11.416071,11.466071,11.378571,11.448571,9.815605,262511200
2010-12-13,11.584643,11.609286,11.464286,11.488214,9.849597,439815600
2010-12-14,11.490357,11.519286,11.392857,11.438929,9.807341,351008000
2010-12-15,11.428571,11.535714,11.399643,11.441429,9.809485,417312000
2010-12-16,11.467500,11.521786,11.432143,11.473214,9.836734,322030800
2010-12-17,11.486786,11.492500,11.436786,11.450357,9.817139,386929200
2010-12-20,11.485714,11.544643,11.365357,11.507500,9.866128,385610400
2010-12-21,11.535714,11.585357,11.501786,11.578571,9.927064,256354000
2010-12-22,11.584286,11.632857,11.555357,11.612857,9.956457,265921600
2010-12-23,11.607143,11.612500,11.541786,11.557143,9.908690,223157200
2010-12-27,11.530357,11.622857,11.482857,11.595714,9.941760,249816000
2010-12-28,11.639643,11.666429,11.609286,11.623929,9.965950,175924000
2010-12-29,11.650714,11.658929,11.610714,11.617500,9.960443,163139200
2010-12-30,11.624286,11.625357,11.537500,11.559286,9.910527,157494400
2010-12-31,11.533929,11.552857,11.475357,11.520000,9.876849,193508000
2011-01-03,11.630000,11.795000,11.601429,11.770357,10.091495,445138400
2011-01-04,11.872857,11.875000,11.719643,11.831786,10.144156,309080800
2011-01-05,11.769643,11.940714,11.767857,11.928571,10.227142,255519600
